楼盘名称,开发商名称,是否售空,销售单价,楼盘性质
新世界江明月朗园,杭州新蕴实业发展有限公司,售罄,716.4万/套,住宅
兴耀金帝启岸城,杭州星宜置业有限公司,售罄,182万/套,住宅
西湖公馆,浙江长九珊瑚沙置业有限公司,售罄,110万/套,商业类
花曜里,杭州星荣置业有限公司,售罄,364万/套,住宅
德信博宸君府,浙江连投房地产开发有限公司,售罄,450万/套,别墅
璞悦江南府,杭州文能置业有限公司,售罄,242万/套,住宅
德信新希望长粼之宸,杭州锦灏置业有限公司,售罄,377万/套,住宅
滨江滨涛映月,杭州滨胜房地产开发有限公司,售罄,37500元/㎡,住宅
龙湖坤和·滨康天曜城,杭州龙宇置业有限公司,售罄,570万/套,住宅
德信滨望之宸,杭州德信临宸置业有限公司,售罄,143.29万/套,住宅
翠悦半岛,杭州赞成金御房地产开发有限公司,售罄,450万/套,住宅
雨茗云舍,杭州隽龙置业有限公司,售罄,512万/套,住宅
众安蒲荷芸邸,杭州众安瑞祥房地产开发有限公司,售罄,467万/套,住宅
德信银城阅湖之宸,杭州银沣房地产开发有限责任公司,售罄,267万/套,住宅
春来雅庭,杭州绿城浙芷置业有限公司,售罄,324万/套,住宅
滨江望涛月明,杭州滨胜房地产开发有限公司,售罄,37500元/㎡,住宅
花栖云境里,招商局地产（杭州）有限公司,售罄,270万/套,住宅
桃语春福里,杭州博临房地产开发有限公司,售罄,价格待定,别墅
溪悦云和园,杭州西誉置业有限公司,售罄,300万/套,住宅
滨玺云著,杭州信尔置业有限公司,售罄,395万/套,住宅
春题杭玥府,杭州瑞进合能房地产开发有限公司,售罄,价格待定,商业类
君铂府,杭州萧山百舸房地产开发有限公司,售罄,145.5万/套,住宅
前湾畅想江澜湾,杭州科谊房地产开发有限公司,售罄,价格待定,别墅
星潮映象府,杭州瑞诚兴联置业有限公司,售罄,45000元/㎡,住宅
滨江潮听映月,杭州滨江房产集团股份有限公司,售罄,470.3万/套,住宅
融信中心,杭州融幸商业发展有限公司,售罄,价格待定,写字楼
浙谷深蓝中心,杭州西投绿宇实业有限公司,售罄,价格待定,写字楼
天瑄城,杭州龙悦有限公司,售罄,320万/套,住宅
栖江揽月轩,杭州滨兴实业有限公司,售罄,1000万/套,住宅
观翠揽月轩,杭州滨甬实业有限公司,售罄,678.46万/套,住宅
蓝城陶然里,杭州之一房地产开发有限公司,售罄,价格待定,商业类
绿城西溪深蓝,浙江赛智建设有限公司,售罄,130万/套,商业类
河映云集,杭州中海海跃房地产有限公司,售罄,420万/套,住宅
杭珹未来中心,杭州润汀商业地产有限公司,售罄,519万/套,住宅
保利都和轩,杭州保源置业有限公司,售罄,33000元/㎡,住宅
海潮望月城,杭州滨来置业有限公司,售罄,1950万/套,住宅
绿城沁桂轩,杭州绿城宁欣置业有限公司,售罄,396万/套,住宅
绿城咏桂里,杭州浙茵置业有限公司,售罄,373万/套,住宅
风荷叠翠府,杭州新黄浦滨致房地产开发有限公司,售罄,164万/套,住宅
金隅会潮悦府,金隅悦潮（杭州）房地产开发有限公司,售罄,627.75万/套,住宅
德信·临望宸府,杭州德信临滨置业有限公司,售罄,16100元/㎡,住宅
华城茶语华邸,杭州华城房地产开发有限公司,售罄,775万/套,别墅
杭与城,杭州嘉腾交控西站有限公司,售罄,384万/套,住宅
枫翠岚湾,杭州滨晨房地产开发有限公司,售罄,288万/套,住宅
紫阅云宸里,杭州嘉颂房地产开发有限公司,售罄,410万/套,住宅
德信碧桂园印江南,浙江德盛置业有限公司,售罄,价格待定,商业类
滨萃悦府,杭州越文房地产开发有限公司,售罄,565万/套,住宅
棠源美宸里,杭州曜麟置业有限公司,售罄,340万/套,住宅
万科日耀之城,杭州万科亚运村开发有限公司,售罄,价格待定,写字楼
云澜谷商务中心,杭州西投绿深实业有限公司,售罄,价格待定,写字楼
万科未来之光,中青创文化发展有限公司,售罄,价格待定,写字楼
太合商业中心,杭州丰潭实业投资有限公司,售罄,价格待定,商业类
奥克斯中心,杭州奥克斯置业有限公司余杭分公司,售罄,价格待定,写字楼
坤和融创开元望金沙,杭州元融坤房地产开发有限公司,售罄,价格待定,写字楼
月咏新辰轩,杭州凤溪置业有限公司,售罄,350万/套,住宅
江晖府,杭州滨建房地产开发有限公司,售罄,716万/套,住宅
翠揽云境,杭州中海海犇房地产有限公司,售罄,470万/套,住宅
柳浪东苑,杭州市房地产联合开发总公司,售罄,价格待定,住宅
佳源快乐,杭州和源置业有限公司,售罄,52万/套,商业类
春宸上府,杭州滨麟置业有限公司,售罄,593万/套,住宅
宸鹭香舍,杭州鑫语置业有限公司,售罄,650万/套,住宅
绿城华润晓月映翠,杭州浙怡置业有限公司,售罄,557万/套,住宅
星瓒颂锦府,杭州伟星置业有限公司,售罄,620万/套,住宅
华润绿城杭樾润府,华润置地控股有限公司,售罄,600万/套,住宅
绿城月映海棠园,绿城房地产集团有限公司,售罄,465万/套,住宅
绿城燕语海棠轩,绿城房地产集团有限公司,售罄,400万/套,住宅
绿城春知海棠苑,绿城房地产集团有限公司,售罄,456万/套,住宅
咏翠芳华轩,杭州星州盛和置业有限公司,售罄,191万/套,住宅
中粮悦著云轩,大悦城控股集团股份有限公司,售罄,46000元/㎡,住宅
万科星遇光年府,杭州名城博园置业有限公司,售罄,350万/套,住宅
滨江枫汀云邸,杭州滨江房产集团股份有限公司,售罄,621万/套,住宅
滨江枫翠云轩,杭州滨鑫房地产开发有限公司,售罄,600万/套,住宅
滨江枫岭云湾,杭州滨江房产集团股份有限公司,售罄,365万/套,住宅
前湾南区,杭州科昇房地产开发有限公司,售罄,450万/套,住宅
春咏风荷里,杭州金乔置业有限公司,售罄,260万/套,住宅
地上庆樾上府,杭州地上房地产集团有限公司,售罄,770万/套,住宅
地上文樾上院,杭州地上房地产集团有限公司,售罄,900万/套,住宅
深圳特发澜栖府,深圳市特发房地产开发有限公司,售罄,330万/套,住宅
德信观奥宸府,杭州德信城芯置业有限公司,售罄,350万/套,住宅
云翠金澜府,杭州骐麟置业有限公司,售罄,490万/套,住宅
悦潮云望府,杭州环麟置业有限公司,售罄,253万/套,住宅
岚荷芸府,杭州众安隆盛城市发展有限公司,售罄,450万/套,住宅
悦汀蓝玉轩,杭州万胜房地产开发有限公司,售罄,250万/套,住宅
建发华发江华玺云,杭州兆越房地产有限公司,售罄,66000元/㎡,住宅
绿城晓月和风,杭州绿城滨和置业有限公司,售罄,440万/套,住宅
滨江运翠轩,杭州滨江房产集团股份有限公司,售罄,312万/套,住宅
滨江福翠里,杭州滨江房产集团股份有限公司,售罄,31200元/㎡,住宅
绿荷叠翠轩,杭州北沙盛和置业有限公司,售罄,220万/套,住宅
宸颂轩,杭州龙湖房地产开发有限公司,售罄,360万/套,住宅
揽云锦绣里,杭州滨江房产集团股份有限公司,售罄,1400万/套,住宅
前湾南区,杭州科昇房地产开发有限公司,售罄,价格待定,别墅
滨江望翠蓝庭,杭州滨启房地产开发有限公司,售罄,1100万/套,住宅
滨江芳翠锦绣府,杭州滨创房地产开发有限公司,售罄,582万/套,住宅
西房宸鹭晴语轩,杭州西湖房地产集团有限公司,售罄,653万/套,住宅
建发华发江月望云,杭州兆欣房地产有限公司,售罄,1093-1351万/套,住宅
滨江天澜海岸,杭州滨江房产集团股份有限公司,售罄,1050万/套,住宅
滨江天澜美境,杭州滨江房产集团股份有限公司,售罄,950万/套,住宅
绿城汀岸芷兰轩,绿城房地产集团有限公司,售罄,850万/套,住宅
滨江钱江翠语彩虹里,杭州滨江房产集团股份有限公司,售罄,300万/套,住宅
交控绿城汀岸晓庐,绿城房地产集团有限公司,售罄,750万/套,住宅
滨江建杭观晖美寓,杭州滨江房产集团股份有限公司,售罄,424万/套,住宅
滨江金帝叠潮雅庭,杭州滨江房产集团股份有限公司,售罄,450万/套,住宅
滨江金帝欣翠里,杭州滨江房产集团股份有限公司,售罄,233万/套,住宅
滨江蝶翠迎宾府,杭州滨旗房地产开发有限公司,售罄,26600元/㎡,住宅
绿城燕语春风居,杭州绿城浙帆置业有限公司,售罄,315万/套,住宅
翠堤春华轩,杭州滨江房产集团股份有限公司,售罄,34252元/㎡,住宅
滨江揽奥望座,杭州滨澳房地产开发有限公司,售罄,1300万/套,住宅
杰立潮前府,杭州万双房地产开发有限公司,售罄,252.45万/套,住宅
杭曜置地中心,杭州润杭商业地产有限公司,售罄,642万/套,住宅
金帝湖望庐,杭州泰铭和房地产开发有限公司,售罄,440万/套,住宅
绿城樾鸣春晓园,杭州绿颂房地产开发有限公司,售罄,250万/套,住宅
湖翠里,杭州湖岸置业有限公司,售罄,470万/套,住宅
滨江兴耀江翠轩,杭州滨江房产集团股份有限公司,售罄,572万/套,住宅
馥香园,绿城房地产集团有限公司,售罄,1200万/套,住宅
绿城桃李桂香园,绿城房地产集团有限公司,售罄,900万/套,别墅
阅君蓝丽轩,杭州万胜房地产开发有限公司,售罄,200万/套,住宅
潮观揽月轩,杭州滨隆房地产开发有限公司,售罄,842万/套,住宅
江斓映象府,杭州万萌置业有限公司,售罄,730万/套,住宅
潮映华岸府,杭州滨江房产集团股份有限公司,售罄,998.34万/套,住宅
潮映万象轩,杭州滨铂房地产开发有限公司,售罄,995.8万/套,住宅
招商闻博花城,杭州南兴房地产开发有限公司,售罄,价格待定,底商
绿城九龙仓桂语朝阳,杭州绿城朝阳置业有限公司,售罄,价格待定,底商
珹上润府,杭州润杭商业地产有限公司,售罄,1100万/套,住宅
滨江枫映华庭,杭州滨达房地产开发有限公司,售罄,750万/套,住宅
柏润国际花园,杭州柏润建筑科技有限公司,售罄,价格待定,住宅
日信国际DOUBLE时代,杭州日信科技有限公司,售罄,价格待定,写字楼
九龙仓珑玺,望华房地产（杭州）有限公司,售罄,80000元/㎡,底商
金隅学府,杭州金隅观潮房地产开发有限公司,售罄,价格待定,底商
大地西城美院,绍兴嵊州品冠置业有限公司,售罄,90万/套,住宅
合境·星耀里,诸暨市诸邦置业有限公司,售罄,50万/套,商业
